cb_proba,bought,top5_reason_codes,rank,percentile,top_1pct,top_5pct,top_10pct
0.9305605326461386,0,capital_gain ↑ (+2.00); marital_status ↑ (+0.64); occupation_level ↑ (+0.55); town ↑ (+0.53); education_num ↑ (+0.26),1,3.1191515907673116e-05,True,True,True
0.9289650126177762,0,capital_gain ↑ (+1.98); marital_status ↑ (+0.64); town ↑ (+0.55); occupation_level ↑ (+0.53); education_num ↑ (+0.28),2,6.238303181534623e-05,True,True,True
0.9270946788829094,0,capital_gain ↑ (+1.98); marital_status ↑ (+0.65); town ↑ (+0.53); occupation_level ↑ (+0.52); education_num ↑ (+0.28),3,9.357454772301933e-05,True,True,True
0.9260270974239563,0,capital_gain ↑ (+2.04); marital_status ↑ (+0.65); town ↑ (+0.56); education_num ↑ (+0.51); occupation_level ↑ (+0.50),4,0.00012476606363069246,True,True,True
0.925456926315461,0,capital_gain ↑ (+1.96); marital_status ↑ (+0.69); occupation_level ↑ (+0.57); town ↑ (+0.55); education_num ↑ (+0.48),5,0.00015595757953836556,True,True,True
0.9245969654485121,0,capital_gain ↑ (+1.99); marital_status ↑ (+0.64); occupation_level ↑ (+0.52); town ↑ (+0.50); education_num ↑ (+0.40),6,0.00018714909544603867,True,True,True
0.923743886794747,0,capital_gain ↑ (+1.90); marital_status ↑ (+0.64); town ↑ (+0.54); occupation_level ↑ (+0.51); education_num ↑ (+0.37),7,0.0002183406113537118,True,True,True
0.9226113250699334,0,capital_gain ↑ (+1.98); marital_status ↑ (+0.64); education_num ↑ (+0.55); occupation_level ↑ (+0.53); town ↑ (+0.52),8,0.0002495321272613849,True,True,True
0.9223527539756838,0,capital_gain ↑ (+1.86); occupation_level ↑ (+0.70); marital_status ↑ (+0.61); town ↑ (+0.40); view_fb ↑ (+0.20),9,0.000280723643169058,True,True,True
0.9212292468072261,0,capital_gain ↑ (+1.99); marital_status ↑ (+0.75); town ↑ (+0.53); education_num ↑ (+0.40); occupation_level ↑ (+0.32),10,0.00031191515907673113,True,True,True
0.9211747331736438,0,capital_gain ↑ (+2.10); marital_status ↑ (+0.65); town ↑ (+0.57); occupation_level ↑ (+0.47); education_num ↑ (+0.42),11,0.00034310667498440423,True,True,True
0.9211074790400734,0,capital_gain ↑ (+1.96); marital_status ↑ (+0.67); occupation_level ↑ (+0.55); town ↑ (+0.50); education_num ↑ (+0.27),12,0.00037429819089207733,True,True,True
0.9208450826118418,0,capital_gain ↑ (+1.94); marital_status ↑ (+0.64); town ↑ (+0.56); occupation_level ↑ (+0.52); education_num ↑ (+0.47),13,0.0004054897067997505,True,True,True
0.9207297301427075,1,capital_gain ↑ (+2.08); marital_status ↑ (+0.64); occupation_level ↑ (+0.53); town ↑ (+0.51); education_num ↑ (+0.27),14,0.0004366812227074236,True,True,True
0.9206274327930186,0,capital_gain ↑ (+1.91); marital_status ↑ (+0.65); town ↑ (+0.57); occupation_level ↑ (+0.48); education_num ↑ (+0.30),15,0.0004678727386150967,True,True,True
0.920437401896288,0,capital_gain ↑ (+1.99); marital_status ↑ (+0.65); occupation_level ↑ (+0.54); town ↑ (+0.52); education_num ↑ (+0.51),16,0.0004990642545227698,True,True,True
0.9200332471354258,0,capital_gain ↑ (+1.99); marital_status ↑ (+0.64); occupation_level ↑ (+0.57); town ↑ (+0.55); education_num ↑ (+0.27),17,0.000530255770430443,True,True,True
0.9196837423141377,1,capital_gain ↑ (+1.93); marital_status ↑ (+0.63); town ↑ (+0.56); occupation_level ↑ (+0.54); education_num ↑ (+0.44),18,0.000561447286338116,True,True,True
0.9195463059471825,0,capital_gain ↑ (+1.93); marital_status ↑ (+0.64); education_num ↑ (+0.60); occupation_level ↑ (+0.59); town ↑ (+0.45),19,0.0005926388022457892,True,True,True
0.9189185119869985,0,capital_gain ↑ (+1.99); marital_status ↑ (+0.65); education_num ↑ (+0.52); town ↑ (+0.48); occupation_level ↑ (+0.47),20,0.0006238303181534623,True,True,True
0.9184044137350826,0,capital_gain ↑ (+1.99); marital_status ↑ (+0.63); town ↑ (+0.55); occupation_level ↑ (+0.52); education_num ↑ (+0.39),21,0.0006550218340611354,True,True,True
0.9177120630472996,0,capital_gain ↑ (+1.96); marital_status ↑ (+0.60); town ↑ (+0.56); occupation_level ↑ (+0.48); education_num ↑ (+0.42),22,0.0006862133499688085,True,True,True
0.917672719848489,0,capital_gain ↑ (+1.93); marital_status ↑ (+0.69); occupation_level ↑ (+0.59); town ↑ (+0.47); education_num ↑ (+0.28),23,0.0007174048658764816,True,True,True
0.9175121539327125,0,capital_gain ↑ (+2.01); marital_status ↑ (+0.65); occupation_level ↑ (+0.56); town ↑ (+0.48); education_num ↑ (+0.27),24,0.0007485963817841547,True,True,True
0.9175079457639959,0,capital_gain ↑ (+1.98); marital_status ↑ (+0.64); town ↑ (+0.52); occupation_level ↑ (+0.50); education_num ↑ (+0.29),25,0.0007797878976918279,True,True,True
0.9174351492740056,1,capital_gain ↑ (+2.01); marital_status ↑ (+0.65); occupation_level ↑ (+0.56); town ↑ (+0.55); education_num ↑ (+0.27),26,0.000810979413599501,True,True,True
0.9171902526445408,0,capital_gain ↑ (+1.86); occupation_level ↑ (+0.89); marital_status ↑ (+0.62); town ↑ (+0.49); age ↑ (+0.18),27,0.0008421709295071741,True,True,True
0.9171128067283926,0,capital_gain ↑ (+1.98); marital_status ↑ (+0.64); occupation_level ↑ (+0.55); town ↑ (+0.53); education_num ↑ (+0.27),28,0.0008733624454148472,True,True,True
0.9169678899664394,0,capital_gain ↑ (+1.92); marital_status ↑ (+0.64); town ↑ (+0.57); occupation_level ↑ (+0.51); education_num ↑ (+0.51),29,0.0009045539613225203,True,True,True
0.9169387691509958,0,capital_gain ↑ (+2.05); marital_status ↑ (+0.64); occupation_level ↑ (+0.50); town ↑ (+0.50); education_num ↑ (+0.27),30,0.0009357454772301934,True,True,True
0.916373656393559,0,capital_gain ↑ (+1.99); marital_status ↑ (+0.64); education_num ↑ (+0.53); town ↑ (+0.52); occupation_level ↑ (+0.51),31,0.0009669369931378665,True,True,True
0.916268934886895,1,capital_gain ↑ (+1.99); marital_status ↑ (+0.64); town ↑ (+0.54); occupation_level ↑ (+0.51); education_num ↑ (+0.35),32,0.0009981285090455397,True,True,True
0.9162238821059303,0,capital_gain ↑ (+1.91); marital_status ↑ (+0.64); town ↑ (+0.53); occupation_level ↑ (+0.53); education_num ↑ (+0.40),33,0.0010293200249532127,True,True,True
0.9160457129114664,0,capital_gain ↑ (+2.03); occupation_level ↑ (+0.65); marital_status ↑ (+0.64); education_num ↑ (+0.45); town ↑ (+0.43),34,0.001060511540860886,True,True,True
0.9159349132746494,0,capital_gain ↑ (+1.94); marital_status ↑ (+0.70); town ↑ (+0.52); education_num ↑ (+0.52); occupation_level ↑ (+0.45),35,0.001091703056768559,True,True,True
0.9159273293652851,0,capital_gain ↑ (+1.96); marital_status ↑ (+0.64); occupation_level ↑ (+0.52); town ↑ (+0.46); education_num ↑ (+0.31),36,0.001122894572676232,True,True,True
0.9157955877394915,0,capital_gain ↑ (+1.98); marital_status ↑ (+0.64); occupation_level ↑ (+0.51); town ↑ (+0.49); education_num ↑ (+0.30),37,0.001154086088583905,True,True,True
0.915773236144575,0,capital_gain ↑ (+1.99); marital_status ↑ (+0.65); town ↑ (+0.55); occupation_level ↑ (+0.51); education_num ↑ (+0.23),38,0.0011852776044915783,True,True,True
0.915768613442719,1,capital_gain ↑ (+1.99); marital_status ↑ (+0.62); town ↑ (+0.61); occupation_level ↑ (+0.51); education_num ↑ (+0.44),39,0.0012164691203992513,True,True,True
0.915588518855922,0,capital_gain ↑ (+1.98); marital_status ↑ (+0.74); town ↑ (+0.49); education_num ↑ (+0.36); occupation_level ↑ (+0.34),40,0.0012476606363069245,True,True,True
0.9153807790255506,0,capital_gain ↑ (+2.02); marital_status ↑ (+0.64); town ↑ (+0.58); occupation_level ↑ (+0.56); education_num ↑ (+0.27),41,0.0012788521522145977,True,True,True
0.9152853201878701,0,capital_gain ↑ (+1.99); marital_status ↑ (+0.69); town ↑ (+0.56); education_num ↑ (+0.49); occupation_level ↑ (+0.31),42,0.0013100436681222707,True,True,True
0.9151917426450485,0,capital_gain ↑ (+1.89); marital_status ↑ (+0.70); town ↑ (+0.54); education_num ↑ (+0.47); occupation_level ↑ (+0.47),43,0.001341235184029944,True,True,True
0.915164712126678,0,capital_gain ↑ (+1.94); marital_status ↑ (+0.64); town ↑ (+0.55); occupation_level ↑ (+0.52); education_num ↑ (+0.35),44,0.001372426699937617,True,True,True
0.915145453924595,0,capital_gain ↑ (+1.82); occupation_level ↑ (+0.72); marital_status ↑ (+0.61); town ↑ (+0.41); education_num ↑ (+0.35),45,0.0014036182158452901,True,True,True
